"","case_month","res_state","age_group","sex","race","ethnicity","n"
"60650","2021-04","CA","18 to 49 years","Male","Unknown","Hispanic/Latino",330
"60651","2021-04","CA","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",94
"60652","2021-04","CA","18 to 49 years","Male","Unknown","Unknown",1591
"60653","2021-04","CA","18 to 49 years","Male","Unknown",NA,103
"60654","2021-04","CA","18 to 49 years","Male","White","Hispanic/Latino",889
"60655","2021-04","CA","18 to 49 years","Male","White","Non-Hispanic/Latino",2838
"60656","2021-04","CA","18 to 49 years","Male","White","Unknown",295
"60657","2021-04","CA","18 to 49 years","Male","White",NA,140
"60658","2021-04","CA","18 to 49 years","Male",NA,NA,3591
"60659","2021-04","CA","18 to 49 years","Unknown","Missing",NA,13
"60660","2021-04","CA","18 to 49 years","Unknown","Multiple/Other","Non-Hispanic/Latino",55
"60661","2021-04","CA","18 to 49 years","Unknown","Multiple/Other","Unknown",11
"60662","2021-04","CA","18 to 49 years","Unknown","Unknown","Unknown",24
"60663","2021-04","CA","18 to 49 years","Unknown","White","Hispanic/Latino",14
"60664","2021-04","CA","18 to 49 years","Unknown",NA,NA,114
"60665","2021-04","CA","18 to 49 years",NA,NA,NA,107
"60666","2021-04","CA","50 to 64 years","Female","Asian","Non-Hispanic/Latino",194
"60667","2021-04","CA","50 to 64 years","Female","Black","Non-Hispanic/Latino",227
"60668","2021-04","CA","50 to 64 years","Female","Black",NA,11
"60669","2021-04","CA","50 to 64 years","Female","Missing","Hispanic/Latino",18
"60670","2021-04","CA","50 to 64 years","Female","Missing","Non-Hispanic/Latino",18
"60671","2021-04","CA","50 to 64 years","Female","Missing",NA,11
"60672","2021-04","CA","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",248
"60673","2021-04","CA","50 to 64 years","Female","Multiple/Other","Unknown",22
"60674","2021-04","CA","50 to 64 years","Female","Multiple/Other",NA,108
"60675","2021-04","CA","50 to 64 years","Female","Unknown","Hispanic/Latino",25
"60676","2021-04","CA","50 to 64 years","Female","Unknown","Unknown",324
"60677","2021-04","CA","50 to 64 years","Female","Unknown",NA,27
"60678","2021-04","CA","50 to 64 years","Female","White","Hispanic/Latino",188
"60679","2021-04","CA","50 to 64 years","Female","White","Non-Hispanic/Latino",991
"60680","2021-04","CA","50 to 64 years","Female","White","Unknown",29
"60681","2021-04","CA","50 to 64 years","Female","White",NA,105
"60682","2021-04","CA","50 to 64 years","Female",NA,NA,1339
"60683","2021-04","CA","50 to 64 years","Male","Asian","Non-Hispanic/Latino",182
"60684","2021-04","CA","50 to 64 years","Male","Black","Non-Hispanic/Latino",194
"60685","2021-04","CA","50 to 64 years","Male","Missing","Hispanic/Latino",21
"60686","2021-04","CA","50 to 64 years","Male","Missing","Unknown",16
"60687","2021-04","CA","50 to 64 years","Male","Multiple/Other","Hispanic/Latino",30
"60688","2021-04","CA","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",277
"60689","2021-04","CA","50 to 64 years","Male","Multiple/Other","Unknown",30
"60690","2021-04","CA","50 to 64 years","Male","Multiple/Other",NA,107
"60691","2021-04","CA","50 to 64 years","Male","Unknown","Hispanic/Latino",13
"60692","2021-04","CA","50 to 64 years","Male","Unknown","Unknown",286
"60693","2021-04","CA","50 to 64 years","Male","Unknown",NA,69
"60694","2021-04","CA","50 to 64 years","Male","White","Hispanic/Latino",132
"60695","2021-04","CA","50 to 64 years","Male","White","Non-Hispanic/Latino",1010
"60696","2021-04","CA","50 to 64 years","Male","White","Unknown",39
"60697","2021-04","CA","50 to 64 years","Male","White",NA,105
"60698","2021-04","CA","50 to 64 years","Male",NA,NA,1242
"60699","2021-04","CA","50 to 64 years","Unknown",NA,NA,23
"60700","2021-04","CA","50 to 64 years",NA,NA,NA,122
"60701","2021-04","CA","65+ years","Female","Asian","Non-Hispanic/Latino",48
"60702","2021-04","CA","65+ years","Female","Black","Non-Hispanic/Latino",71
"60703","2021-04","CA","65+ years","Female","Black",NA,13
"60704","2021-04","CA","65+ years","Female","Missing",NA,17
"60705","2021-04","CA","65+ years","Female","Multiple/Other","Non-Hispanic/Latino",39
"60706","2021-04","CA","65+ years","Female","Multiple/Other",NA,19
"60707","2021-04","CA","65+ years","Female","Unknown","Unknown",53
"60708","2021-04","CA","65+ years","Female","Unknown",NA,23
"60709","2021-04","CA","65+ years","Female","White","Hispanic/Latino",59
"60710","2021-04","CA","65+ years","Female","White","Non-Hispanic/Latino",459
"60711","2021-04","CA","65+ years","Female","White",NA,109
"60712","2021-04","CA","65+ years","Female",NA,NA,736
"60713","2021-04","CA","65+ years","Male","Asian","Non-Hispanic/Latino",54
"60714","2021-04","CA","65+ years","Male","Black","Non-Hispanic/Latino",21
"60715","2021-04","CA","65+ years","Male","Black",NA,11
"60716","2021-04","CA","65+ years","Male","Multiple/Other","Non-Hispanic/Latino",12
"60717","2021-04","CA","65+ years","Male","Multiple/Other",NA,11
"60718","2021-04","CA","65+ years","Male","Unknown","Unknown",25
"60719","2021-04","CA","65+ years","Male","White","Hispanic/Latino",36
"60720","2021-04","CA","65+ years","Male","White","Non-Hispanic/Latino",364
"60721","2021-04","CA","65+ years","Male","White",NA,57
"60722","2021-04","CA","65+ years","Male",NA,NA,664
"60723","2021-04","CA","65+ years",NA,NA,NA,141
"60724","2021-04","CA","Missing","Female","Unknown","Unknown",40
"60725","2021-04","CA","Missing","Male","Unknown","Unknown",30
"60726","2021-04","CA",NA,NA,NA,NA,531
"60727","2021-04","CO","0 - 17 years","Female","Asian","Non-Hispanic/Latino",15
"60728","2021-04","CO","0 - 17 years","Female","Black","Non-Hispanic/Latino",50
"60729","2021-04","CO","0 - 17 years","Female","Black",NA,11
"60730","2021-04","CO","0 - 17 years","Female","Missing","Hispanic/Latino",228
"60731","2021-04","CO","0 - 17 years","Female","Missing","Missing",143
"60732","2021-04","CO","0 - 17 years","Female","Missing","Non-Hispanic/Latino",500
"60733","2021-04","CO","0 - 17 years","Female","Missing","Unknown",487
"60734","2021-04","CO","0 - 17 years","Female","Missing",NA,95
"60735","2021-04","CO","0 - 17 years","Female","Multiple/Other","Hispanic/Latino",94
"60736","2021-04","CO","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",84
"60737","2021-04","CO","0 - 17 years","Female","Multiple/Other",NA,89
"60738","2021-04","CO","0 - 17 years","Female","Unknown","Hispanic/Latino",13
"60739","2021-04","CO","0 - 17 years","Female","Unknown","Unknown",47
"60740","2021-04","CO","0 - 17 years","Female","Unknown",NA,87
"60741","2021-04","CO","0 - 17 years","Female","White","Hispanic/Latino",358
"60742","2021-04","CO","0 - 17 years","Female","White","Non-Hispanic/Latino",1127
"60743","2021-04","CO","0 - 17 years","Female","White","Unknown",11
"60744","2021-04","CO","0 - 17 years","Female","White",NA,34
"60745","2021-04","CO","0 - 17 years","Female",NA,NA,270
"60746","2021-04","CO","0 - 17 years","Male","Asian","Non-Hispanic/Latino",21
"60747","2021-04","CO","0 - 17 years","Male","Asian",NA,11
"60748","2021-04","CO","0 - 17 years","Male","Black","Non-Hispanic/Latino",58
"60749","2021-04","CO","0 - 17 years","Male","Black",NA,11
"60750","2021-04","CO","0 - 17 years","Male","Missing","Hispanic/Latino",221
"60751","2021-04","CO","0 - 17 years","Male","Missing","Missing",146
"60752","2021-04","CO","0 - 17 years","Male","Missing","Non-Hispanic/Latino",451
"60753","2021-04","CO","0 - 17 years","Male","Missing","Unknown",497
"60754","2021-04","CO","0 - 17 years","Male","Missing",NA,59
"60755","2021-04","CO","0 - 17 years","Male","Multiple/Other","Hispanic/Latino",68
"60756","2021-04","CO","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",43
"60757","2021-04","CO","0 - 17 years","Male","Multiple/Other",NA,161
"60758","2021-04","CO","0 - 17 years","Male","Unknown","Non-Hispanic/Latino",14
"60759","2021-04","CO","0 - 17 years","Male","Unknown","Unknown",18
"60760","2021-04","CO","0 - 17 years","Male","Unknown",NA,88
"60761","2021-04","CO","0 - 17 years","Male","White","Hispanic/Latino",354
"60762","2021-04","CO","0 - 17 years","Male","White","Non-Hispanic/Latino",1113
"60763","2021-04","CO","0 - 17 years","Male","White","Unknown",11
"60764","2021-04","CO","0 - 17 years","Male","White",NA,16
"60765","2021-04","CO","0 - 17 years","Male",NA,NA,322
"60766","2021-04","CO","0 - 17 years",NA,NA,NA,106
"60767","2021-04","CO","18 to 49 years","Female","American Indian/Alaska Native",NA,12
"60768","2021-04","CO","18 to 49 years","Female","Asian","Non-Hispanic/Latino",106
"60769","2021-04","CO","18 to 49 years","Female","Asian",NA,12
"60770","2021-04","CO","18 to 49 years","Female","Black","Non-Hispanic/Latino",185
"60771","2021-04","CO","18 to 49 years","Female","Black",NA,14
"60772","2021-04","CO","18 to 49 years","Female","Missing","Hispanic/Latino",730
"60773","2021-04","CO","18 to 49 years","Female","Missing","Missing",789
"60774","2021-04","CO","18 to 49 years","Female","Missing","Non-Hispanic/Latino",1664
"60775","2021-04","CO","18 to 49 years","Female","Missing","Unknown",1902
"60776","2021-04","CO","18 to 49 years","Female","Missing",NA,97
"60777","2021-04","CO","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",278
"60778","2021-04","CO","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",205
"60779","2021-04","CO","18 to 49 years","Female","Multiple/Other",NA,251
"60780","2021-04","CO","18 to 49 years","Female","Unknown","Hispanic/Latino",101
"60781","2021-04","CO","18 to 49 years","Female","Unknown","Missing",11
"60782","2021-04","CO","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",40
"60783","2021-04","CO","18 to 49 years","Female","Unknown","Unknown",259
"60784","2021-04","CO","18 to 49 years","Female","Unknown",NA,65
"60785","2021-04","CO","18 to 49 years","Female","White","Hispanic/Latino",806
"60786","2021-04","CO","18 to 49 years","Female","White","Missing",22
"60787","2021-04","CO","18 to 49 years","Female","White","Non-Hispanic/Latino",3163
"60788","2021-04","CO","18 to 49 years","Female","White","Unknown",122
"60789","2021-04","CO","18 to 49 years","Female","White",NA,52
"60790","2021-04","CO","18 to 49 years","Female",NA,NA,343
"60791","2021-04","CO","18 to 49 years","Male","Asian","Non-Hispanic/Latino",113
"60792","2021-04","CO","18 to 49 years","Male","Black","Non-Hispanic/Latino",147
"60793","2021-04","CO","18 to 49 years","Male","Black",NA,44
"60794","2021-04","CO","18 to 49 years","Male","Missing","Hispanic/Latino",748
"60795","2021-04","CO","18 to 49 years","Male","Missing","Missing",991
"60796","2021-04","CO","18 to 49 years","Male","Missing","Non-Hispanic/Latino",1688
"60797","2021-04","CO","18 to 49 years","Male","Missing","Unknown",2168
"60798","2021-04","CO","18 to 49 years","Male","Missing",NA,174
"60799","2021-04","CO","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",160
"60800","2021-04","CO","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",163
"60801","2021-04","CO","18 to 49 years","Male","Multiple/Other",NA,313
"60802","2021-04","CO","18 to 49 years","Male","Unknown","Hispanic/Latino",93
"60803","2021-04","CO","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",59
"60804","2021-04","CO","18 to 49 years","Male","Unknown","Unknown",289
"60805","2021-04","CO","18 to 49 years","Male","Unknown",NA,72
"60806","2021-04","CO","18 to 49 years","Male","White","Hispanic/Latino",708
"60807","2021-04","CO","18 to 49 years","Male","White","Missing",52
"60808","2021-04","CO","18 to 49 years","Male","White","Non-Hispanic/Latino",3102
"60809","2021-04","CO","18 to 49 years","Male","White","Unknown",111
"60810","2021-04","CO","18 to 49 years","Male","White",NA,115
"60811","2021-04","CO","18 to 49 years","Male",NA,NA,313
"60812","2021-04","CO","18 to 49 years","Unknown","Missing",NA,23
"60813","2021-04","CO","18 to 49 years",NA,NA,NA,231
"60814","2021-04","CO","50 to 64 years","Female","Asian",NA,11
"60815","2021-04","CO","50 to 64 years","Female","Black","Non-Hispanic/Latino",45
"60816","2021-04","CO","50 to 64 years","Female","Missing","Hispanic/Latino",102
"60817","2021-04","CO","50 to 64 years","Female","Missing","Missing",132
"60818","2021-04","CO","50 to 64 years","Female","Missing","Non-Hispanic/Latino",411
"60819","2021-04","CO","50 to 64 years","Female","Missing","Unknown",369
"60820","2021-04","CO","50 to 64 years","Female","Missing",NA,44
"60821","2021-04","CO","50 to 64 years","Female","Multiple/Other","Hispanic/Latino",58
"60822","2021-04","CO","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",13
"60823","2021-04","CO","50 to 64 years","Female","Multiple/Other",NA,69
"60824","2021-04","CO","50 to 64 years","Female","Unknown","Non-Hispanic/Latino",11
"60825","2021-04","CO","50 to 64 years","Female","Unknown","Unknown",11
"60826","2021-04","CO","50 to 64 years","Female","Unknown",NA,78
"60827","2021-04","CO","50 to 64 years","Female","White","Hispanic/Latino",125
"60828","2021-04","CO","50 to 64 years","Female","White","Non-Hispanic/Latino",906
"60829","2021-04","CO","50 to 64 years","Female","White",NA,42
"60830","2021-04","CO","50 to 64 years","Female",NA,NA,238
"60831","2021-04","CO","50 to 64 years","Male","Black","Non-Hispanic/Latino",33
"60832","2021-04","CO","50 to 64 years","Male","Missing","Hispanic/Latino",99
"60833","2021-04","CO","50 to 64 years","Male","Missing","Missing",246
"60834","2021-04","CO","50 to 64 years","Male","Missing","Non-Hispanic/Latino",364
"60835","2021-04","CO","50 to 64 years","Male","Missing","Unknown",445
"60836","2021-04","CO","50 to 64 years","Male","Missing",NA,69
"60837","2021-04","CO","50 to 64 years","Male","Multiple/Other","Hispanic/Latino",18
"60838","2021-04","CO","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",11
"60839","2021-04","CO","50 to 64 years","Male","Multiple/Other",NA,77
"60840","2021-04","CO","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",13
"60841","2021-04","CO","50 to 64 years","Male","Unknown",NA,87
"60842","2021-04","CO","50 to 64 years","Male","White","Hispanic/Latino",72
"60843","2021-04","CO","50 to 64 years","Male","White","Non-Hispanic/Latino",934
"60844","2021-04","CO","50 to 64 years","Male","White",NA,98
"60845","2021-04","CO","50 to 64 years","Male",NA,NA,232
"60846","2021-04","CO","50 to 64 years",NA,NA,NA,160
"60847","2021-04","CO","65+ years","Female","Missing","Non-Hispanic/Latino",60
"60848","2021-04","CO","65+ years","Female","Missing","Unknown",87
"60849","2021-04","CO","65+ years","Female","Missing",NA,116
"60850","2021-04","CO","65+ years","Female","Multiple/Other",NA,37
"60851","2021-04","CO","65+ years","Female","White","Hispanic/Latino",11
"60852","2021-04","CO","65+ years","Female","White","Non-Hispanic/Latino",341
"60853","2021-04","CO","65+ years","Female","White",NA,16
"60854","2021-04","CO","65+ years","Female",NA,NA,150
"60855","2021-04","CO","65+ years","Male","Missing","Missing",12
"60856","2021-04","CO","65+ years","Male","Missing","Non-Hispanic/Latino",49
"60857","2021-04","CO","65+ years","Male","Missing","Unknown",55
"60858","2021-04","CO","65+ years","Male","Missing",NA,111
"60859","2021-04","CO","65+ years","Male","Multiple/Other",NA,14
"60860","2021-04","CO","65+ years","Male","White","Non-Hispanic/Latino",300
"60861","2021-04","CO","65+ years","Male","White",NA,14
"60862","2021-04","CO","65+ years","Male",NA,NA,182
"60863","2021-04","CO","65+ years",NA,NA,NA,89
"60864","2021-04","CO",NA,NA,NA,NA,422
"60865","2021-04","CT","0 - 17 years","Female",NA,NA,12
"60866","2021-04","CT","0 - 17 years",NA,NA,NA,13
"60867","2021-04","CT","18 to 49 years","Female",NA,NA,33
"60868","2021-04","CT","18 to 49 years","Male","Missing",NA,13
"60869","2021-04","CT","18 to 49 years","Male","White",NA,13
"60870","2021-04","CT","18 to 49 years","Male",NA,NA,13
"60871","2021-04","CT","18 to 49 years",NA,NA,NA,28
"60872","2021-04","CT","50 to 64 years","Female",NA,NA,11
"60873","2021-04","CT","50 to 64 years",NA,NA,NA,11
"60874","2021-04","CT","65+ years","Female","White",NA,11
"60875","2021-04","CT","65+ years",NA,NA,NA,40
"60876","2021-04","CT",NA,NA,NA,NA,89
"60877","2021-04","DC","0 - 17 years","Female","Black","Non-Hispanic/Latino",186
"60878","2021-04","DC","0 - 17 years","Female","Multiple/Other","Hispanic/Latino",20
"60879","2021-04","DC","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",12
"60880","2021-04","DC","0 - 17 years","Female","Multiple/Other","Unknown",48
"60881","2021-04","DC","0 - 17 years","Female","White","Non-Hispanic/Latino",23
"60882","2021-04","DC","0 - 17 years","Female","White",NA,12
"60883","2021-04","DC","0 - 17 years","Female",NA,NA,15
"60884","2021-04","DC","0 - 17 years","Male","Black","Non-Hispanic/Latino",176
"60885","2021-04","DC","0 - 17 years","Male","Multiple/Other","Hispanic/Latino",28
"60886","2021-04","DC","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",13
"60887","2021-04","DC","0 - 17 years","Male","Multiple/Other","Unknown",69
"60888","2021-04","DC","0 - 17 years","Male","White","Non-Hispanic/Latino",34
"60889","2021-04","DC","0 - 17 years","Male",NA,NA,19
"60890","2021-04","DC","0 - 17 years","Unknown",NA,NA,14
"60891","2021-04","DC","18 to 49 years","Female","Asian",NA,13
"60892","2021-04","DC","18 to 49 years","Female","Black","Non-Hispanic/Latino",662
"60893","2021-04","DC","18 to 49 years","Female","Black","Unknown",20
"60894","2021-04","DC","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",68
"60895","2021-04","DC","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",66
